Year,US_Airport,US_Airport_Name,US_State,FG_Airport,FG_State,FG_Airport_Name,Passengers,Flights
1997,BGR,Bangor International Airport,ME,EMA,GB,East Midlands Airport,8316,39
1997,BGR,Bangor International Airport,ME,GLA,GB,Glasgow International Airport,27382,128
1997,BGR,Bangor International Airport,ME,LGW,GB,London Gatwick Airport,55395,213
1997,BGR,Bangor International Airport,ME,LTN,GB,London Luton Airport,8783,39
1997,BGR,Bangor International Airport,ME,MAN,GB,Manchester Airport,46702,203
1997,BGR,Bangor International Airport,ME,MBJ,JM,Sangster International Airport,9415,43
1997,BGR,Bangor International Airport,ME,NCL,GB,Newcastle International Airport,4233,14
1997,BGR,Bangor International Airport,ME,POP,DO,Gregorio Luperon International Airport,8509,36
1997,BGR,Bangor International Airport,ME,PVR,MX,Puerto Vallarta International Airport,15675,46
1997,BGR,Bangor International Airport,ME,TLV,IL,Ben Gurion International Airport,6167,16
1997,BIL,Billings Logan International Airport,MT,YVR,CA,Vancouver International Airport,1128,10
1997,BLI,Bellingham International Airport,WA,YYJ,CA,Victoria International Airport,715,73
1997,BNA,Nashville International Airport,TN,CUN,MX,Aeropuerto Internacional de Cancún,26771,218
1997,BNA,Nashville International Airport,TN,YYZ,CA,Toronto Lester B. Pearson International Airport,761,17
1997,BOS,Logan International Airport,MA,ACA,MX,Aeropuerto Internacional Juan N. Álvarez,2735,17
1997,BOS,Logan International Airport,MA,AMS,NL,Amsterdam Airport Schiphol,173181,724
1997,BOS,Logan International Airport,MA,ANU,AG,V C Bird International Airport,5237,33
1997,BOS,Logan International Airport,MA,ATH,GR,Athens Eleftherios Venizelos International Airport,34735,105
1997,BOS,Logan International Airport,MA,AUA,AW,Queen Beatrix International Airport,75581,349
1997,BOS,Logan International Airport,MA,BDA,BM,L.F. Wade International Airport,156525,1176
1997,BOS,Logan International Airport,MA,BON,BQ,Flamingo International Airport,1806,13
1997,BOS,Logan International Airport,MA,BRU,BE,Brussels Airport,93024,544
1997,BOS,Logan International Airport,MA,CDG,FR,Charles de Gaulle International Airport,12455,48
1997,BOS,Logan International Airport,MA,CUN,MX,Aeropuerto Internacional de Cancún,47037,296
1997,BOS,Logan International Airport,MA,CZM,MX,Aeropuerto Internacional de Cozumel,2672,18
1997,BOS,Logan International Airport,MA,DUB,IE,Dublin Airport,30126,115
1997,BOS,Logan International Airport,MA,FCO,IT,Rome–Fiumicino Leonardo da Vinci International Airport,105842,613
1997,BOS,Logan International Airport,MA,FPO,BS,Grand Bahama International Airport,7768,50
1997,BOS,Logan International Airport,MA,FRA,DE,Frankfurt Airport,304927,1685
1997,BOS,Logan International Airport,MA,GCM,KY,Owen Roberts International Airport,2705,18
1997,BOS,Logan International Airport,MA,KEF,IS,Keflavik International Airport,68672,486
1997,BOS,Logan International Airport,MA,LGW,GB,London Gatwick Airport,222359,734
1997,BOS,Logan International Airport,MA,LHR,GB,London Heathrow Airport,651450,3271
1997,BOS,Logan International Airport,MA,LIS,PT,Humberto Delgado Airport (Lisbon Portela Airport),8064,35
1997,BOS,Logan International Airport,MA,MBJ,JM,Sangster International Airport,15500,71
1997,BOS,Logan International Airport,MA,NAS,BS,Lynden Pindling International Airport,7956,52
1997,BOS,Logan International Airport,MA,ORY,FR,Paris-Orly Airport,102066,715
1997,BOS,Logan International Airport,MA,PDL,PT,João Paulo II Airport,42475,284
1997,BOS,Logan International Airport,MA,PLS,TC,Providenciales International Airport,6850,44
1997,BOS,Logan International Airport,MA,POP,DO,Gregorio Luperon International Airport,7599,49
1997,BOS,Logan International Airport,MA,PVR,MX,Puerto Vallarta International Airport,4227,16
1997,BOS,Logan International Airport,MA,RSD,BS,Rock Sound Airport,3040,20
1997,BOS,Logan International Airport,MA,SDQ,DO,Las Américas International Airport,5675,35
1997,BOS,Logan International Airport,MA,SKB,KN,Robert L. Bradshaw International Airport,3253,20
1997,BOS,Logan International Airport,MA,SMA,PT,Santa Maria Airport,1607,10
1997,BOS,Logan International Airport,MA,SNN,IE,Shannon Airport,175013,682
1997,BOS,Logan International Airport,MA,SXM,SX,Princess Juliana International Airport,12316,68
1997,BOS,Logan International Airport,MA,TER,PT,Lajes Airport,14073,65
1997,BOS,Logan International Airport,MA,UVF,LC,Hewanorra International Airport,7581,47
1997,BOS,Logan International Airport,MA,YHZ,CA,Halifax / Stanfield International Airport,16165,389
1997,BOS,Logan International Airport,MA,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,1920,58
1997,BOS,Logan International Airport,MA,YVR,CA,Vancouver International Airport,28690,478
1997,BOS,Logan International Airport,MA,YYZ,CA,Toronto Lester B. Pearson International Airport,241970,3850
1997,BOS,Logan International Airport,MA,ZLO,MX,Aeropuerto Internacional Playa de Oro,4498,16
1997,BOS,Logan International Airport,MA,ZRH,CH,Zürich Airport,207211,720
1997,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,AUA,AW,Queen Beatrix International Airport,10464,210
1997,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,BDA,BM,L.F. Wade International Airport,69421,726
1997,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,CDG,FR,Charles de Gaulle International Airport,7121,17
1997,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,CUN,MX,Aeropuerto Internacional de Cancún,57285,379
1997,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,FPO,BS,Grand Bahama International Airport,30478,209
1997,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,GCM,KY,Owen Roberts International Airport,21808,249
1997,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,KEF,IS,Keflavik International Airport,104027,702
1997,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,LGW,GB,London Gatwick Airport,103804,707
1997,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,MBJ,JM,Sangster International Airport,96101,876
1997,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,NAS,BS,Lynden Pindling International Airport,44283,358
1997,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,PVR,MX,Puerto Vallarta International Airport,4135,37
1997,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,SXM,SX,Princess Juliana International Airport,11505,94
1997,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,YMX,CA,Montreal International (Mirabel) Airport,2741,36
1997,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,YOW,CA,Ottawa Macdonald-Cartier International Airport,28171,622
1997,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,1382,15
1997,CHS,Charleston International Airport,SC,AUA,AW,Queen Beatrix International Airport,2114,13
1997,CHS,Charleston International Airport,SC,BGI,BB,Grantley Adams International Airport,2456,18
1997,CHS,Charleston International Airport,SC,UVF,LC,Hewanorra International Airport,3194,20
1997,CLE,Cleveland Hopkins International Airport,OH,AUA,AW,Queen Beatrix International Airport,4184,30
1997,CLE,Cleveland Hopkins International Airport,OH,CUN,MX,Aeropuerto Internacional de Cancún,35306,216
1997,CLE,Cleveland Hopkins International Airport,OH,FPO,BS,Grand Bahama International Airport,23126,157
1997,CLE,Cleveland Hopkins International Airport,OH,MBJ,JM,Sangster International Airport,2096,18
1997,CLE,Cleveland Hopkins International Airport,OH,NAS,BS,Lynden Pindling International Airport,17589,136
1997,CLE,Cleveland Hopkins International Airport,OH,PVR,MX,Puerto Vallarta International Airport,9750,70
1997,CLE,Cleveland Hopkins International Airport,OH,YYZ,CA,Toronto Lester B. Pearson International Airport,4217,395
1997,CLM,William R Fairchild International Airport,WA,YYJ,CA,Victoria International Airport,12814,550
1997,CLT,Charlotte Douglas International Airport,NC,BDA,BM,L.F. Wade International Airport,32284,363
1997,CLT,Charlotte Douglas International Airport,NC,CUN,MX,Aeropuerto Internacional de Cancún,100814,1077
1997,CLT,Charlotte Douglas International Airport,NC,GCM,KY,Owen Roberts International Airport,77469,729
1997,CLT,Charlotte Douglas International Airport,NC,LGW,GB,London Gatwick Airport,113855,718
1997,CLT,Charlotte Douglas International Airport,NC,MBJ,JM,Sangster International Airport,75182,729
1997,CLT,Charlotte Douglas International Airport,NC,NAS,BS,Lynden Pindling International Airport,85882,729
1997,CLT,Charlotte Douglas International Airport,NC,SXM,SX,Princess Juliana International Airport,14460,100
1997,CLT,Charlotte Douglas International Airport,NC,YYZ,CA,Toronto Lester B. Pearson International Airport,591,16
1997,CMH,John Glenn Columbus International Airport,OH,CUN,MX,Aeropuerto Internacional de Cancún,14151,104
1997,CVG,Cincinnati Northern Kentucky International Airport,KY,BRU,BE,Brussels Airport,62197,330
1997,CVG,Cincinnati Northern Kentucky International Airport,KY,CDG,FR,Charles de Gaulle International Airport,83088,491
1997,CVG,Cincinnati Northern Kentucky International Airport,KY,CUN,MX,Aeropuerto Internacional de Cancún,32890,299
1997,CVG,Cincinnati Northern Kentucky International Airport,KY,FPO,BS,Grand Bahama International Airport,20630,147
1997,CVG,Cincinnati Northern Kentucky International Airport,KY,FRA,DE,Frankfurt Airport,251048,1392
1997,CVG,Cincinnati Northern Kentucky International Airport,KY,GCM,KY,Owen Roberts International Airport,10347,93
1997,CVG,Cincinnati Northern Kentucky International Airport,KY,LGW,GB,London Gatwick Airport,146935,726
1997,CVG,Cincinnati Northern Kentucky International Airport,KY,MBJ,JM,Sangster International Airport,3855,33
1997,CVG,Cincinnati Northern Kentucky International Airport,KY,NAS,BS,Lynden Pindling International Airport,23120,199
1997,CVG,Cincinnati Northern Kentucky International Airport,KY,ORY,FR,Paris-Orly Airport,10860,93
1997,CVG,Cincinnati Northern Kentucky International Airport,KY,PVR,MX,Puerto Vallarta International Airport,1951,23
1997,CVG,Cincinnati Northern Kentucky International Airport,KY,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,114259,1438
1997,CVG,Cincinnati Northern Kentucky International Airport,KY,YVR,CA,Vancouver International Airport,9855,183
1997,CVG,Cincinnati Northern Kentucky International Airport,KY,ZRH,CH,Zürich Airport,101131,615
1997,DAB,Daytona Beach International Airport,FL,DUS,DE,Düsseldorf Airport,11251,57
1997,DCA,Ronald Reagan Washington National Airport,DC,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,19387,590
1997,DCA,Ronald Reagan Washington National Airport,DC,YYZ,CA,Toronto Lester B. Pearson International Airport,39800,1020
1997,DEN,Denver International Airport,CO,AMS,NL,Amsterdam Airport Schiphol,13070,119
1997,DEN,Denver International Airport,CO,CUN,MX,Aeropuerto Internacional de Cancún,52656,427
1997,DEN,Denver International Airport,CO,CZM,MX,Aeropuerto Internacional de Cozumel,16423,151
1997,DEN,Denver International Airport,CO,LGW,GB,London Gatwick Airport,2026,10
1997,DEN,Denver International Airport,CO,MEX,MX,Benito Juárez International Airport,2308,25
1997,DEN,Denver International Airport,CO,MZT,MX,General Rafael Buelna International Airport,32324,334
1997,DEN,Denver International Airport,CO,PVR,MX,Puerto Vallarta International Airport,35907,257
1997,DEN,Denver International Airport,CO,SJD,MX,Aeropuerto Internacional de Los Cabos,67900,636
1997,DEN,Denver International Airport,CO,YMX,CA,Montreal International (Mirabel) Airport,3016,13
1997,DEN,Denver International Airport,CO,YVR,CA,Vancouver International Airport,65285,731
1997,DEN,Denver International Airport,CO,YYC,CA,Calgary International Airport,69022,728
1997,DEN,Denver International Airport,CO,YYZ,CA,Toronto Lester B. Pearson International Airport,112503,1448
1997,DEN,Denver International Airport,CO,ZCL,MX,Aeropuerto Internacional General Leobardo C. Ruiz,8727,98
1997,DEN,Denver International Airport,CO,ZIH,MX,Aeropuerto Internacional de Zihuatanejo,10501,88
1997,DFW,Dallas Fort Worth International Airport,TX,ACA,MX,Aeropuerto Internacional Juan N. Álvarez,89322,848
1997,DFW,Dallas Fort Worth International Airport,TX,BJX,MX,Aeropuerto Internacional del Bajío,52975,805
1997,DFW,Dallas Fort Worth International Airport,TX,CCS,VE,Simón Bolívar International Airport,17782,172
1997,DFW,Dallas Fort Worth International Airport,TX,CUN,MX,Aeropuerto Internacional de Cancún,495431,4067
1997,DFW,Dallas Fort Worth International Airport,TX,CZM,MX,Aeropuerto Internacional de Cozumel,60189,384
